time_s,x_m,y_m,theta_rad,v_m_s,w_rad_s
2.015000000000000213e+01,7.721621551441769427e+00,3.083527035095799729e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.020000000000000284e+01,7.724032523033436348e+00,3.082865811857824045e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.025000000000000000e+01,7.726443494625103270e+00,3.082204588619848362e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.030000000000000071e+01,7.728854466216770192e+00,3.081543365381872679e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.035000000000000142e+01,7.731265437808437113e+00,3.080882142143896996e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.040000000000000213e+01,7.733676409400104035e+00,3.080220918905921312e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.045000000000000284e+01,7.736087380991770956e+00,3.079559695667945629e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.050000000000000000e+01,7.738498352583437878e+00,3.078898472429969946e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.055000000000000071e+01,7.740909324175104800e+00,3.078237249191994263e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.060000000000000142e+01,7.743320295766771721e+00,3.077576025954018579e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.065000000000000213e+01,7.745731267358438643e+00,3.076914802716042896e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.070000000000000284e+01,7.748142238950105565e+00,3.076253579478067213e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.075000000000000000e+01,7.750553210541772486e+00,3.075592356240091529e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.080000000000000071e+01,7.752964182133439408e+00,3.074931133002115846e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.085000000000000142e+01,7.755375153725106330e+00,3.074269909764140163e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.090000000000000213e+01,7.757786125316773251e+00,3.073608686526164480e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.095000000000000284e+01,7.760197096908440173e+00,3.072947463288188796e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.100000000000000000e+01,7.762608068500107095e+00,3.072286240050213113e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.105000000000000071e+01,7.765019040091774016e+00,3.071625016812237430e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.110000000000000142e+01,7.767430011683440938e+00,3.070963793574261746e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.115000000000000213e+01,7.769840983275107860e+00,3.070302570336286063e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.120000000000000284e+01,7.772251954866774781e+00,3.069641347098310380e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.125000000000000000e+01,7.774662926458441703e+00,3.068980123860334697e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.130000000000000071e+01,7.777073898050108625e+00,3.068318900622359013e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.135000000000000142e+01,7.779484869641775546e+00,3.067657677384383330e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.140000000000000213e+01,7.781895841233442468e+00,3.066996454146407647e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.145000000000000284e+01,7.784306812825109390e+00,3.066335230908431964e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.150000000000000000e+01,7.786717784416776311e+00,3.065674007670456280e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.155000000000000071e+01,7.789128756008443233e+00,3.065012784432480597e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.160000000000000142e+01,7.791539727600110155e+00,3.064351561194504914e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.165000000000000213e+01,7.793950699191777076e+00,3.063690337956529230e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.170000000000000284e+01,7.796361670783443998e+00,3.063029114718553547e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.175000000000000000e+01,7.798772642375110919e+00,3.062367891480577864e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.180000000000000071e+01,7.801183613966777841e+00,3.061706668242602181e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.185000000000000142e+01,7.803594585558444763e+00,3.061045445004626497e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.190000000000000213e+01,7.806005557150111684e+00,3.060384221766650814e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.195000000000000284e+01,7.808416528741778606e+00,3.059722998528675131e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.200000000000000000e+01,7.810827500333445528e+00,3.059061775290699448e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.205000000000000071e+01,7.813238471925112449e+00,3.058400552052723764e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.210000000000000142e+01,7.815649443516779371e+00,3.057739328814748081e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.215000000000000213e+01,7.818060415108446293e+00,3.057078105576772398e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.220000000000000284e+01,7.820471386700113214e+00,3.056416882338796714e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.225000000000000000e+01,7.822882358291780136e+00,3.055755659100821031e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.230000000000000071e+01,7.825293329883447058e+00,3.055094435862845348e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.235000000000000142e+01,7.827704301475113979e+00,3.054433212624869665e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.240000000000000213e+01,7.830115273066780901e+00,3.053771989386893981e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.245000000000000284e+01,7.832526244658447823e+00,3.053110766148918298e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.250000000000000000e+01,7.834937216250114744e+00,3.052449542910942615e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.255000000000000071e+01,7.837348187841781666e+00,3.051788319672966932e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.260000000000000142e+01,7.839759159433448588e+00,3.051127096434991248e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.265000000000000213e+01,7.842170131025115509e+00,3.050465873197015565e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.270000000000000284e+01,7.844581102616782431e+00,3.049804649959039882e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.275000000000000000e+01,7.846992074208449353e+00,3.049143426721064198e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.280000000000000071e+01,7.849403045800116274e+00,3.048482203483088515e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.285000000000000142e+01,7.851814017391783196e+00,3.047820980245112832e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.290000000000000213e+01,7.854224988983450118e+00,3.047159757007137149e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.295000000000000284e+01,7.856635960575117039e+00,3.046498533769161465e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.300000000000000000e+01,7.859046932166783961e+00,3.045837310531185782e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.305000000000000071e+01,7.861457903758450882e+00,3.045176087293210099e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.310000000000000142e+01,7.863868875350117804e+00,3.044514864055234415e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.315000000000000213e+01,7.866279846941784726e+00,3.043853640817258732e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.320000000000000284e+01,7.868690818533451647e+00,3.043192417579283049e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
