time_s,x_m,y_m,theta_rad
8.550000000000000711e+00,2.967543700839487819e+00,1.118628637924576674e+00,1.698494296370906542e-01
8.599999999999999645e+00,2.979807098770411944e+00,1.120731832978032028e+00,1.746198767071517333e-01
8.650000000000000355e+00,2.992063033903264557e+00,1.122893983837681686e+00,1.793944291166905403e-01
8.700000000000001066e+00,3.004311147914588087e+00,1.125115105516296232e+00,1.841732300356568319e-01
8.750000000000000000e+00,3.016551081585622462e+00,1.127395212362060528e+00,1.889564365623607189e-01
8.800000000000000711e+00,3.028782474753790144e+00,1.129734318215982025e+00,1.937442213108622746e-01
8.849999999999999645e+00,3.040681987634883399e+00,1.132069066450310801e+00,2.053747790109028137e-01
8.900000000000000355e+00,3.052570208134281593e+00,1.134545523402621825e+00,2.170278623635644721e-01
8.950000000000001066e+00,3.064445026623487944e+00,1.137163929474609647e+00,2.287035006285113858e-01
9.000000000000000000e+00,3.076304321406281073e+00,1.139924491038228238e+00,2.404017512769834053e-01
9.050000000000000711e+00,3.088145959226961779e+00,1.142827380392117620e+00,2.521227033975100840e-01
9.099999999999999645e+00,3.099534191954932183e+00,1.145761037581871644e+00,2.672513545694760184e-01
9.150000000000000355e+00,3.110906679529824803e+00,1.148874838323351133e+00,2.824260329557358729e-01
9.200000000000001066e+00,3.122259869456224468e+00,1.152169338766230400e+00,2.976464187644830561e-01
9.250000000000000000e+00,3.133590175790731625e+00,1.155645015924604335e+00,3.129122137854568053e-01
9.300000000000000711e+00,3.144893980974243330e+00,1.159302266547691529e+00,3.282231447525172374e-01
9.349999999999999645e+00,3.156167637685988847e+00,1.163141406073837647e+00,3.435789671338829177e-01
9.400000000000000355e+00,3.167407470712575890e+00,1.167162667672925647e+00,3.589794694182303347e-01
9.450000000000001066e+00,3.178222337188723490e+00,1.171220818488332371e+00,3.753950415840074939e-01
9.500000000000000000e+00,3.189004525511609955e+00,1.175469894498367029e+00,3.918703031933246650e-01
9.550000000000000711e+00,3.199749819256950012e+00,1.179910311072125850e+00,4.084047574729917640e-01
9.600000000000001421e+00,3.210453962426890850e+00,1.184542378383025341e+00,4.249979220596454832e-01
9.650000000000000355e+00,3.221112662199034027e+00,1.189366299641920088e+00,4.416493321614646805e-01
9.700000000000001066e+00,3.231721591732418908e+00,1.194382169439373920e+00,4.583585441065080035e-01
9.750000000000000000e+00,3.242276393022556213e+00,1.199589972203102484e+00,4.751251393360890751e-01
9.800000000000000711e+00,3.252772679796650301e+00,1.204989580776689717e+00,4.919487289124885865e-01
9.850000000000001421e+00,3.263206040439071476e+00,1.210580755125799879e+00,5.088289586235714701e-01
9.900000000000000355e+00,3.273311036710382815e+00,1.216217547205559857e+00,5.251807487003612440e-01
9.950000000000001066e+00,3.283354965843829021e+00,1.222037617414130084e+00,5.415912642709903579e-01
1.000000000000000000e+01,3.293333630800209022e+00,1.228040729574040757e+00,5.580600213181539093e-01
1.005000000000000071e+01,3.303242812102916037e+00,1.234226538943967055e+00,5.745865512291657984e-01
1.010000000000000142e+01,3.313078270765425604e+00,1.240594590943690179e+00,5.911704040315119979e-01
1.015000000000000036e+01,3.322835751254780146e+00,1.247144319994241801e+00,6.078111520264947165e-01
1.020000000000000107e+01,3.332510984482273564e+00,1.253875048477886445e+00,6.245083938816260449e-01
1.025000000000000000e+01,3.342099690811557444e+00,1.260785985822552968e+00,6.412617592538092381e-01
1.030000000000000071e+01,3.351450867439674131e+00,1.267766703485800228e+00,6.565452905889004320e-01
1.035000000000000142e+01,3.360720577572531731e+00,1.274909794525370677e+00,6.718777393115402674e-01
1.040000000000000036e+01,3.369905232307339737e+00,1.282214488807897235e+00,6.872587262405893682e-01
1.045000000000000107e+01,3.379001239195332129e+00,1.289679926611018823e+00,7.026878878441091825e-01
1.050000000000000000e+01,3.388005004542272047e+00,1.297305158100864997e+00,7.181648789813298572e-01
1.055000000000000071e+01,3.396912935712621096e+00,1.305089142896662446e+00,7.336893759754546940e-01
1.060000000000000142e+01,3.405721443430253181e+00,1.313030749724707791e+00,7.492610800670946869e-01
1.065000000000000036e+01,3.414426944067867176e+00,1.321128756163866491e+00,7.648797213072914269e-01
1.070000000000000107e+01,3.423025861916410229e+00,1.329381848484690209e+00,7.805450629602378454e-01
